"CompanyName";"CompanyNumber";"RegAddress.CareOf";"RegAddress.POBox";"RegAddress.AddressLine1";"RegAddress.AddressLine2";"RegAddress.PostTown";"RegAddress.County";"RegAddress.Country";"RegAddress.PostCode";"CompanyCategory";"CompanyStatus";"CountryOfOrigin";"DissolutionDate";"IncorporationDate";"Accounts.AccountRefDay";"Accounts.AccountRefMonth";"Accounts.NextDueDate";"Accounts.LastMadeUpDate";"Accounts.AccountCategory";"Returns.NextDueDate";"Returns.LastMadeUpDate";"Mortgages.NumMortCharges";"Mortgages.NumMortOutstanding";"Mortgages.NumMortPartSatisfied";"Mortgages.NumMortSatisfied";"SICCode.SicText_1";"SICCode.SicText_2";"SICCode.SicText_3";"SICCode.SicText_4";"LimitedPartnerships.NumGenPartners";"LimitedPartnerships.NumLimPartners";"URI";"PreviousName_1.CONDATE";"PreviousName_1.CompanyName";"PreviousName_2.CONDATE";"PreviousName_2.CompanyName";"PreviousName_3.CONDATE";"PreviousName_3.CompanyName";"PreviousName_4.CONDATE";"PreviousName_4.CompanyName";"PreviousName_5.CONDATE";"PreviousName_5.CompanyName";"PreviousName_6.CONDATE";"PreviousName_6.CompanyName";"PreviousName_7.CONDATE";"PreviousName_7.CompanyName";"PreviousName_8.CONDATE";"PreviousName_8.CompanyName";"PreviousName_9.CONDATE";"PreviousName_9.CompanyName";"PreviousName_10.CONDATE";"PreviousName_10.CompanyName";"ConfStmtNextDueDate";"ConfStmtLastMadeUpDate"
"247 TRAINING LTD";"15132114";"";"";"262 A MOSELEY ROAD";"";"BIRMINGHAM";"";"ENGLAND";"B12 0BX";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"85320 - Technical and vocational secondary education";"";"";"";0;0;"http://business.data.gov.uk/id/company/15132114";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
"247 TUTORS LTD";"15119889";"";"";"69 69, BROOMFIELD RISE";"BROOMFIELD RISE";"ABBOTS LANGLEY";"NONE";"ENGLAND";"WD5 0HH";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-06";30;9;"06/06/2025";"";"NO ACCOUNTS FILED";"04/10/2024";"";0;0;0;0;"85600 - Educational support services";"";"";"";0;0;"http://business.data.gov.uk/id/company/15119889";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"19/09/2024";""
"247 VEHICLE RECOVERY PROS LIMITED";"15169942";"";"";"33 ST. MILDREDS AVENUE";"";"LUTON";"";"ENGLAND";"LU3 1QP";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-27";30;9;"27/06/2025";"";"NO ACCOUNTS FILED";"25/10/2024";"";0;0;0;0;"52290 - Other transportation support activities";"";"";"";0;0;"http://business.data.gov.uk/id/company/15169942";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10/10/2024";""
"247 WEST LIMITED";"15126083";"";"";"43 OLD RUISLIP ROAD";"";"NORTHOLT";"";"ENGLAND";"UB5 6QE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-09";30;9;"09/06/2025";"";"NO ACCOUNTS FILED";"07/10/2024";"";0;0;0;0;"68100 - Buying and selling of own real estate";"68201 - Renting and operating of Housing Association real estate";"68209 - Other letting and operating of own or leased real estate";"68320 - Management of real estate on a fee or contract basis";0;0;"http://business.data.gov.uk/id/company/15126083";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"22/09/2024";""
"24D LIMITED";"15178530";"";"";"4 NEWTON STREET";"";"STOKE-ON-TRENT";"";"ENGLAND";"ST4 6JL";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"70229 - Management consultancy activities other than financial management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15178530";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
"24HOURSE WHOLESALE LTD";"15148195";"";"";"SUITE# 128 37 BUTTS STREET";"SUITE# 128";"ANNAN";"";"UNITED KINGDOM";"DG12 5BA";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-19";30;9;"19/06/2025";"";"NO ACCOUNTS FILED";"17/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"";"";"";0;0;"http://business.data.gov.uk/id/company/15148195";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"02/10/2024";""
"24K VODKA LIMITED";"15169419";"";"";"BLACKDOWN RIDGE";"FERNDEN LANE";"HASLEMERE";"SURREY";"ENGLAND";"GU28 7BT";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-27";30;9;"27/06/2025";"";"NO ACCOUNTS FILED";"25/10/2024";"";0;0;0;0;"99999 - Dormant Company";"";"";"";0;0;"http://business.data.gov.uk/id/company/15169419";"29/09/2023";"NEW RETREAT LIMITED";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/10/2024";"28/09/2023"
"24SERVICESMCR LIMITED";"15116145";"";"";"311 LOWER BROUGHTON ROAD";"";"SALFORD";"";"ENGLAND";"M7 2LH";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-05";30;9;"05/06/2025";"";"NO ACCOUNTS FILED";"03/10/2024";"";0;0;0;0;"45112 - Sale of used cars and light motor vehicles";"";"";"";0;0;"http://business.data.gov.uk/id/company/15116145";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18/09/2024";""
"24SEVEN LEGAL SERVICES LTD";"15142782";"";"";"80 LOYD ROAD";"";"NORTHAMPTON";"";"ENGLAND";"NN1 5JE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-17";30;9;"17/06/2025";"";"NO ACCOUNTS FILED";"15/10/2024";"";0;0;0;0;"69109 - Activities of patent and copyright agents; other legal activities n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15142782";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30/09/2024";""
"25 WALPOLE STREET (FREEHOLD) LIMITED";"15177862";"";"";"36 WALPOLE STREET";"";"LONDON";"";"UNITED KINGDOM";"SW3 4QS";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-30";30;9;"30/06/2025";"";"NO ACCOUNTS FILED";"28/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15177862";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"13/10/2024";""
"259 VALLEY ROAD LIMITED";"15141857";"";"";"FLAT B";"259 VALLEY ROAD";"LONDON";"";"UNITED KINGDOM";"SW16 2AB";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-15";30;9;"15/06/2025";"";"NO ACCOUNTS FILED";"13/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15141857";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"28/09/2024";""
"25FPS LTD";"15152073";"";"";"FLAT 1572 40 SOUTH WAY";"";"WEMBLEY";"";"ENGLAND";"HA9 0TN";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-20";30;9;"20/06/2025";"";"NO ACCOUNTS FILED";"18/10/2024";"";0;0;0;0;"59111 - Motion picture production activities";"59112 - Video production activities";"59120 - Motion picture, video and television programme post-production activities";"59200 - Sound recording and music publishing activities";0;0;"http://business.data.gov.uk/id/company/15152073";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"03/10/2024";""
"25XVENTURES LTD";"15138498";"";"";"63-66 HATTON GARDEN";"FIFTH FLOOR, SUITE 23";"LONDON";"";"ENGLAND";"EC1N 8LE";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-14";30;9;"14/06/2025";"";"NO ACCOUNTS FILED";"12/10/2024";"";0;0;0;0;"47910 - Retail sale via mail order houses or via Internet";"47990 - Other retail sale not in stores, stalls or markets";"82990 - Other business support service activities n.e.c.";"";0;0;"http://business.data.gov.uk/id/company/15138498";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27/09/2024";""
"26 HAMILTON ROAD FREEHOLD LIMITED";"15175195";"";"";"FLAT 1";"HAMILTON ROAD";"BOURNEMOUTH";"";"ENGLAND";"BH1 4EH";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-29";30;9;"29/06/2025";"";"NO ACCOUNTS FILED";"27/10/2024";"";0;0;0;0;"98000 - Residents property management";"";"";"";0;0;"http://business.data.gov.uk/id/company/15175195";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12/10/2024";""
"262A HIGH ROAD LIMITED";"15133470";"";"";"449 BRAYS ROAD";"";"BIRMINGHAM";"";"ENGLAND";"B26 2RR";"Private Limited Company";"Active";"United Kingdom";"";"2023-09-12";30;9;"12/06/2025";"";"NO ACCOUNTS FILED";"10/10/2024";"";0;0;0;0;"82990 - Other business support service activities n.e.c.";"";"";"";0;0;"http://business.data.gov.uk/id/company/15133470";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25/09/2024";""
